,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,team
4204,2018-12-03,21:00,La Liga,Matchweek 14,Mon,Home,W,3,0,Athletic Club,1.7,1.0,47.0,19928.0,José Luis Morales,3-3-2-2,Santiago Jaime,Levante
4206,2018-12-09,12:00,La Liga,Matchweek 15,Sun,Away,D,4,4,Eibar,3.2,3.5,41.0,5328.0,José Luis Morales,3-1-4-2,Alberola Rojas,Levante
4207,2018-12-16,20:45,La Liga,Matchweek 16,Sun,Home,L,0,5,Barcelona,1.1,3.0,43.0,23736.0,José Luis Morales,3-2-2-2-1,José González,Levante
4208,2018-12-23,18:30,La Liga,Matchweek 17,Sun,Away,L,1,2,Rayo Vallecano,1.0,2.1,60.0,11206.0,José Luis Morales,4-4-2,Ignacio Iglesias,Levante
4209,2019-01-04,19:00,La Liga,Matchweek 18,Fri,Home,D,2,2,Girona,1.6,1.1,56.0,19415.0,José Luis Morales,3-2-3-2,Alberto Undiano,Levante
4211,2019-01-13,12:00,La Liga,Matchweek 19,Sun,Away,L,0,1,Atlético Madrid,0.7,2.3,42.0,57093.0,José Luis Morales,3-1-4-2,Eduardo Prieto,Levante
4213,2019-01-20,18:30,La Liga,Matchweek 20,Sun,Home,W,2,0,Valladolid,1.2,1.2,49.0,19107.0,José Luis Morales,3-1-4-2,Santiago Jaime,Levante
4214,2019-01-26,13:00,La Liga,Matchweek 21,Sat,Away,L,0,5,Sevilla,0.6,4.8,45.0,34220.0,José Luis Morales,3-2-3-2,Alberola Rojas,Levante
4215,2019-02-02,13:00,La Liga,Matchweek 22,Sat,Home,D,0,0,Getafe,0.8,0.3,56.0,18437.0,José Luis Morales,3-4-1-2,Adrián Cordero,Levante
4216,2019-02-11,21:00,La Liga,Matchweek 23,Mon,Away,L,0,2,Alavés,0.2,1.7,52.0,13691.0,José Luis Morales,4-2-2-2,Alberto Undiano,Levante
4217,2019-02-16,13:00,La Liga,Matchweek 24,Sat,Away,W,4,1,Celta Vigo,2.3,1.6,42.0,15479.0,José Luis Morales,3-2-3-2,Santiago Jaime,Levante
4218,2019-02-24,20:45,La Liga,Matchweek 25,Sun,Home,L,1,2,Real Madrid,1.2,2.5,40.0,23018.0,José Luis Morales,3-5-2,Ignacio Iglesias,Levante
4219,2019-03-04,21:00,La Liga,Matchweek 26,Mon,Away,L,0,1,Leganés,1.5,1.4,62.0,9758.0,José Luis Morales,3-4-1-2,Jesús Gil,Levante
4220,2019-03-10,18:30,La Liga,Matchweek 27,Sun,Home,L,0,2,Villarreal,1.0,0.8,52.0,20149.0,José Luis Morales,3-5-2,José Sánchez,Levante
4221,2019-03-15,21:00,La Liga,Matchweek 28,Fri,Away,D,1,1,Real Sociedad,0.8,2.0,40.0,20605.0,José Luis Morales,3-5-2,Adrián Cordero,Levante
4222,2019-03-31,12:00,La Liga,Matchweek 29,Sun,Home,D,2,2,Eibar,1.0,1.7,40.0,16179.0,José Luis Morales,3-5-2,Eduardo Prieto,Levante
4223,2019-04-03,19:30,La Liga,Matchweek 30,Wed,Away,L,2,3,Athletic Club,1.3,1.7,59.0,36450.0,José Luis Morales,4-3-3◆,José Luis Munuera,Levante
4224,2019-04-07,18:30,La Liga,Matchweek 31,Sun,Home,D,2,2,Huesca,2.6,0.8,55.0,19824.0,José Luis Morales,3-5-2,Carlos del Cerro,Levante
4225,2019-04-14,20:45,La Liga,Matchweek 32,Sun,Away,L,1,3,Valencia,0.2,2.4,46.0,42120.0,José Luis Morales,3-5-2,Alberto Undiano,Levante
4226,2019-04-21,12:00,La Liga,Matchweek 33,Sun,Home,D,2,2,Espanyol,1.7,1.3,51.0,16876.0,José Luis Morales,3-5-2,Jesús Gil,Levante
4227,2019-04-24,21:30,La Liga,Matchweek 34,Wed,Home,W,4,0,Betis,1.1,0.3,32.0,20394.0,José Luis Morales,4-3-3,Santiago Jaime,Levante
4228,2019-04-27,20:45,La Liga,Matchweek 35,Sat,Away,L,0,1,Barcelona,0.7,2.1,38.0,91917.0,Coke,4-1-4-1,Ricardo de Burgos,Levante
4229,2019-05-04,13:00,La Liga,Matchweek 36,Sat,Home,W,4,1,Rayo Vallecano,1.9,1.3,37.0,19868.0,José Luis Morales,4-3-3,Javier Estrada,Levante
4230,2019-05-12,18:30,La Liga,Matchweek 37,Sun,Away,W,2,1,Girona,0.5,1.4,41.0,13342.0,José Luis Morales,4-3-3,Carlos del Cerro,Levante
4231,2019-05-18,13:00,La Liga,Matchweek 38,Sat,Home,D,2,2,Atlético Madrid,2.4,1.6,47.0,20575.0,Pedro López Muñoz,3-5-2,Ignacio Iglesias,Levante
4232,2018-08-18,20:15,La Liga,Matchweek 1,Sat,Home,L,1,2,Real Sociedad,1.0,0.6,52.0,16250.0,Mario Gaspar,4-2-2-2,Mario Melero,Villarreal
4233,2018-08-26,22:15,La Liga,Matchweek 2,Sun,Away,D,0,0,Sevilla,1.0,1.9,48.0,35831.0,Mario Gaspar,4-3-3◆,Alberto Undiano,Villarreal
4234,2018-08-31,22:00,La Liga,Matchweek 3,Fri,Home,L,0,1,Girona,1.2,0.8,66.0,15740.0,Mario Gaspar,4-4-2◆,Eduardo Prieto,Villarreal
4235,2018-09-16,12:00,La Liga,Matchweek 4,Sun,Away,W,1,0,Leganés,0.7,1.3,52.0,10432.0,Mario Gaspar,4-4-2,Pablo González,Villarreal
4237,2018-09-23,16:15,La Liga,Matchweek 5,Sun,Home,D,0,0,Valencia,1.0,0.4,55.0,18373.0,Mario Gaspar,4-4-2,Santiago Jaime,Villarreal
4238,2018-09-26,20:00,La Liga,Matchweek 6,Wed,Away,W,3,0,Athletic Club,2.7,0.9,34.0,39672.0,Mario Gaspar,4-2-2-2,Carlos del Cerro,Villarreal
4239,2018-09-30,16:15,La Liga,Matchweek 7,Sun,Home,L,0,1,Valladolid,2.5,0.6,61.0,15602.0,Mario Gaspar,4-4-2,Ignacio Iglesias,Villarreal
4241,2018-10-07,18:30,La Liga,Matchweek 8,Sun,Away,L,1,3,Espanyol,1.7,3.8,45.0,20032.0,Jaume Costa,4-4-2,Ricardo de Burgos,Villarreal
4242,2018-10-20,18:30,La Liga,Matchweek 9,Sat,Home,D,1,1,Atlético Madrid,1.4,1.0,52.0,17518.0,Mario Gaspar,4-2-3-1,Javier Estrada,Villarreal
4244,2018-10-28,18:30,La Liga,Matchweek 10,Sun,Away,L,1,2,Alavés,1.7,2.1,53.0,16956.0,Mario Gaspar,4-2-3-1,Guillermo Cuadra,Villarreal
4246,2018-11-04,16:15,La Liga,Matchweek 11,Sun,Home,D,1,1,Levante,1.4,0.8,59.0,16499.0,Jaume Costa,4-2-2-2,Carlos del Cerro,Villarreal
4248,2018-11-11,18:30,La Liga,Matchweek 12,Sun,Away,D,2,2,Rayo Vallecano,0.7,2.1,42.0,11840.0,Jaume Costa,4-2-2-2,José González,Villarreal
4249,2018-11-25,20:45,La Liga,Matchweek 13,Sun,Home,W,2,1,Betis,1.0,1.2,36.0,16028.0,Mario Gaspar,4-4-2◆,Eduardo Prieto,Villarreal
4251,2018-12-02,18:30,La Liga,Matchweek 14,Sun,Away,L,0,2,Barcelona,0.7,1.2,38.0,73003.0,Mario Gaspar,4-3-2-1,José Luis Munuera,Villarreal
4253,2018-12-08,18:30,La Liga,Matchweek 15,Sat,Home,L,2,3,Celta Vigo,1.5,1.8,53.0,15720.0,Mario Gaspar,4-4-2◆,Jesús Gil,Villarreal
4255,2018-12-16,18:30,La Liga,Matchweek 16,Sun,Away,D,2,2,Huesca,1.6,4.0,45.0,6455.0,Mario Gaspar,4-2-2-2,David Medié,Villarreal
4256,2019-01-03,21:30,La Liga,Matchweek 17,Thu,Home,D,2,2,Real Madrid,0.9,1.2,46.0,19903.0,Jaume Costa,4-2-3-1,Pablo González,Villarreal
4257,2019-01-06,12:00,La Liga,Matchweek 18,Sun,Away,D,0,0,Eibar,0.9,1.8,46.0,4141.0,Mario Gaspar,4-2-3-1,Santiago Jaime,Villarreal
4259,2019-01-12,20:45,La Liga,Matchweek 19,Sat,Home,L,1,2,Getafe,1.9,0.9,57.0,13671.0,Mario Gaspar,4-2-3-1,Javier Estrada,Villarreal
4261,2019-01-20,16:15,La Liga,Matchweek 20,Sun,Home,D,1,1,Athletic Club,1.0,0.6,50.0,17054.0,Mario Gaspar,4-2-3-1,Alberto Undiano,Villarreal
4262,2019-01-26,20:45,La Liga,Matchweek 21,Sat,Away,L,0,3,Valencia,0.7,1.7,55.0,37685.0,Mario Gaspar,4-2-3-1,Carlos del Cerro,Villarreal
4263,2019-02-03,12:00,La Liga,Matchweek 22,Sun,Home,D,2,2,Espanyol,2.0,1.2,42.0,15476.0,Sergio Asenjo,3-2-2-2-1,Guillermo Cuadra,Villarreal
4264,2019-02-08,21:00,La Liga,Matchweek 23,Fri,Away,D,0,0,Valladolid,1.1,0.7,49.0,16842.0,Sergio Asenjo,3-3-2-2,Alejandro Hernández,Villarreal
4266,2019-02-17,18:30,La Liga,Matchweek 24,Sun,Home,W,3,0,Sevilla,1.5,1.7,43.0,17402.0,Mario Gaspar,3-2-3-2,José González,Villarreal
4268,2019-02-24,16:15,La Liga,Matchweek 25,Sun,Away,L,0,2,Atlético Madrid,0.9,1.4,49.0,59114.0,Mario Gaspar,3-5-2,Alberto Undiano,Villarreal
4269,2019-03-02,16:15,La Liga,Matchweek 26,Sat,Home,L,1,2,Alavés,1.2,1.5,60.0,15488.0,Mario Gaspar,3-5-2,José Luis Munuera,Villarreal
4271,2019-03-10,18:30,La Liga,Matchweek 27,Sun,Away,W,2,0,Levante,0.8,1.0,48.0,20149.0,Mario Gaspar,3-5-2,José Sánchez,Villarreal
4273,2019-03-17,18:30,La Liga,Matchweek 28,Sun,Home,W,3,1,Rayo Vallecano,2.1,0.2,54.0,17117.0,Jaume Costa,3-4-3,José González,Villarreal
4274,2019-03-30,18:30,La Liga,Matchweek 29,Sat,Away,L,2,3,Celta Vigo,2.2,1.5,37.0,22315.0,Mario Gaspar,3-4-3,Jesús Gil,Villarreal
4275,2019-04-02,21:30,La Liga,Matchweek 30,Tue,Home,D,4,4,Barcelona,2.8,2.4,33.0,19515.0,Mario Gaspar,3-4-3,Alejandro Hernández,Villarreal
4276,2019-04-07,20:45,La Liga,Matchweek 31,Sun,Away,L,1,2,Betis,1.5,2.4,44.0,28475.0,Mario Gaspar,3-4-3,Javier Estrada,Villarreal
4278,2019-04-14,18:30,La Liga,Matchweek 32,Sun,Away,W,1,0,Girona,1.4,0.8,42.0,11535.0,Mario Gaspar,4-2-3-1,Adrián Cordero,Villarreal
4280,2019-04-21,18:30,La Liga,Matchweek 33,Sun,Home,W,2,1,Leganés,1.2,1.2,66.0,14753.0,Mario Gaspar,4-4-2,Eduardo Prieto,Villarreal
4281,2019-04-25,20:30,La Liga,Matchweek 34,Thu,Away,W,1,0,Real Sociedad,0.8,0.8,36.0,20060.0,Mario Gaspar,4-4-1-1,José Luis Munuera,Villarreal
4282,2019-04-28,18:30,La Liga,Matchweek 35,Sun,Home,D,1,1,Huesca,0.9,1.7,46.0,17901.0,Mario Gaspar,4-2-3-1,José Sánchez,Villarreal
4283,2019-05-05,16:15,La Liga,Matchweek 36,Sun,Away,L,2,3,Real Madrid,0.8,2.9,41.0,46294.0,Mario Gaspar,4-2-3-1,Jesús Gil,Villarreal
4284,2019-05-12,18:30,La Liga,Matchweek 37,Sun,Home,W,1,0,Eibar,1.4,0.3,42.0,17901.0,Mario Gaspar,4-4-2,Pablo González,Villarreal
4285,2019-05-18,16:15,La Liga,Matchweek 38,Sat,Away,D,2,2,Getafe,0.9,1.1,58.0,13579.0,Jaume Costa,4-5-1,Javier Estrada,Villarreal
4286,2018-08-17,20:15,La Liga,Matchweek 1,Fri,Away,D,0,0,Girona,0.1,0.9,32.0,10368.0,Javi Moyano,4-2-3-1,Guillermo Cuadra,Valladolid
4287,2018-08-25,22:15,La Liga,Matchweek 2,Sat,Home,L,0,1,Barcelona,0.3,0.9,37.0,22651.0,Javi Moyano,4-4-2◆,Ricardo de Burgos,Valladolid
4288,2018-08-31,20:00,La Liga,Matchweek 3,Fri,Away,D,0,0,Getafe,0.5,0.8,45.0,9817.0,Javi Moyano,4-5-1,Adrián Cordero,Valladolid
4289,2018-09-16,18:30,La Liga,Matchweek 4,Sun,Home,L,0,1,Alavés,1.8,0.8,58.0,18873.0,Javi Moyano,4-4-1-1,José Luis Munuera,Valladolid
4290,2018-09-22,16:15,La Liga,Matchweek 5,Sat,Away,D,3,3,Celta Vigo,2.1,1.4,53.0,16552.0,Javi Moyano,4-1-4-1,Eduardo Prieto,Valladolid
4291,2018-09-27,20:00,La Liga,Matchweek 6,Thu,Home,W,2,1,Levante,1.3,0.6,64.0,16440.0,Javi Moyano,4-4-2,David Medié,Valladolid
4292,2018-09-30,16:15,La Liga,Matchweek 7,Sun,Away,W,1,0,Villarreal,0.6,2.5,39.0,15602.0,Javi Moyano,4-4-2,Ignacio Iglesias,Valladolid
4293,2018-10-07,12:00,La Liga,Matchweek 8,Sun,Home,W,1,0,Huesca,1.1,0.5,43.0,17300.0,Javi Moyano,4-2-2-2,Antonio Matéu Lahoz,Valladolid
4294,2018-10-21,20:45,La Liga,Matchweek 9,Sun,Away,W,1,0,Betis,0.6,1.1,37.0,42581.0,Javi Moyano,4-4-2,Alberola Rojas,Valladolid
4295,2018-10-26,21:00,La Liga,Matchweek 10,Fri,Home,D,1,1,Espanyol,1.8,0.4,56.0,18231.0,Javi Moyano,4-2-2-2,Adrián Cordero,Valladolid
4297,2018-11-03,16:15,La Liga,Matchweek 11,Sat,Away,L,0,2,Real Madrid,1.1,2.2,42.0,68050.0,Javi Moyano,4-4-2,Jesús Gil,Valladolid
4298,2018-11-10,13:00,La Liga,Matchweek 12,Sat,Home,D,0,0,Eibar,0.5,1.4,50.0,16038.0,Javi Moyano,4-2-3-1,Guillermo Cuadra,Valladolid
4299,2018-11-25,16:15,La Liga,Matchweek 13,Sun,Away,L,0,1,Sevilla,0.6,2.3,51.0,34064.0,Borja Fernández,4-1-4-1,Carlos del Cerro,Valladolid
4300,2018-12-01,16:15,La Liga,Matchweek 14,Sat,Home,L,2,4,Leganés,2.1,1.5,68.0,16783.0,Míchel,4-2-3-1,David Medié,Valladolid
4302,2018-12-09,18:30,La Liga,Matchweek 15,Sun,Away,W,2,1,Real Sociedad,1.1,2.1,32.0,23260.0,Míchel,4-2-2-2,Ignacio Iglesias,Valladolid
4303,2018-12-15,16:15,La Liga,Matchweek 16,Sat,Home,L,2,3,Atlético Madrid,1.0,1.6,56.0,22585.0,Míchel,4-2-3-1,Alberto Undiano,Valladolid
4304,2018-12-22,20:45,La Liga,Matchweek 17,Sat,Away,D,1,1,Athletic Club,0.6,1.1,58.0,42633.0,Javi Moyano,4-4-2,José Sánchez,Valladolid
4305,2019-01-05,13:00,La Liga,Matchweek 18,Sat,Home,L,0,1,Rayo Vallecano,1.6,0.9,59.0,17261.0,Javi Moyano,4-4-2,Adrián Cordero,Valladolid
4307,2019-01-12,16:15,La Liga,Matchweek 19,Sat,Away,D,1,1,Valencia,0.1,2.3,37.0,36912.0,Javi Moyano,4-2-2-2,Ignacio Iglesias,Valladolid
4309,2019-01-20,18:30,La Liga,Matchweek 20,Sun,Away,L,0,2,Levante,1.2,1.2,51.0,19107.0,Javi Moyano,3-2-2-1-2,Santiago Jaime,Valladolid
4310,2019-01-27,12:00,La Liga,Matchweek 21,Sun,Home,W,2,1,Celta Vigo,2.3,0.9,46.0,18416.0,Míchel,4-4-2,José Sánchez,Valladolid
4311,2019-02-01,21:00,La Liga,Matchweek 22,Fri,Away,L,0,4,Huesca,0.5,1.2,57.0,6052.0,Borja Fernández,4-4-2,José Luis Munuera,Valladolid
4312,2019-02-08,21:00,La Liga,Matchweek 23,Fri,Home,D,0,0,Villarreal,0.7,1.1,51.0,16842.0,Javi Moyano,4-2-2-2,Alejandro Hernández,Valladolid
4313,2019-02-16,20:45,La Liga,Matchweek 24,Sat,Away,L,0,1,Barcelona,0.4,3.5,39.0,67435.0,Míchel,3-4-1-2,Juan Martínez,Valladolid
4314,2019-02-24,18:30,La Liga,Matchweek 25,Sun,Home,L,0,2,Betis,0.6,0.9,49.0,20125.0,Míchel,4-4-2,Pablo González,Valladolid
