,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,goals,shots,shots_on_target,shots_on_target_percent,goals_per_shot,goals_per_shot_on_target,distance,free_kicks,penalty_kicks,penalty_kicks_attempt,xg,nonpenalty_xg,nonpenalty_xg_per_shot,goals_minus_xg,nonpenalty_goals_minus_xg,team
4549,2017-08-21,20:15,La Liga,Matchweek 1,Mon,Home,W,1,0,Villarreal,1.0,13.0,2.0,15.4,0.0,0.0,20.0,0.0,1.0,1.0,1.3,0.5,0.04,-0.3,-0.5,Levante
4550,2017-08-26,20:15,La Liga,Matchweek 2,Sat,Home,D,2,2,La Coruña,2.0,24.0,4.0,16.7,0.04,0.25,19.5,2.0,1.0,1.0,2.4,1.7,0.07,-0.4,-0.7,Levante
4551,2017-09-09,13:00,La Liga,Matchweek 3,Sat,Away,D,1,1,Real Madrid,1.0,5.0,2.0,40.0,0.2,0.5,18.7,1.0,0.0,0.0,0.5,0.5,0.1,0.5,0.5,Levante
4552,2017-09-16,13:00,La Liga,Matchweek 4,Sat,Home,D,1,1,Valencia,1.0,9.0,3.0,33.3,0.11,0.33,20.4,0.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3,Levante
4553,2017-09-21,22:00,La Liga,Matchweek 5,Thu,Home,W,3,0,Real Sociedad,3.0,12.0,8.0,66.7,0.17,0.25,20.5,2.0,1.0,1.0,1.6,0.8,0.07,1.4,1.2,Levante
4554,2017-09-25,21:00,La Liga,Matchweek 6,Mon,Away,L,0,4,Betis,0.0,8.0,1.0,12.5,0.0,0.0,19.8,1.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,Levante
4555,2017-09-30,18:30,La Liga,Matchweek 7,Sat,Home,L,0,2,Alavés,0.0,13.0,0.0,0.0,0.0,,15.9,1.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0,Levante
4556,2017-10-13,21:00,La Liga,Matchweek 8,Fri,Away,D,0,0,Espanyol,0.0,13.0,3.0,23.1,0.0,0.0,21.5,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,Levante
4557,2017-10-21,13:00,La Liga,Matchweek 9,Sat,Home,D,1,1,Getafe,1.0,6.0,1.0,16.7,0.17,1.0,16.3,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5,Levante
4559,2017-10-29,18:30,La Liga,Matchweek 10,Sun,Away,D,2,2,Eibar,2.0,3.0,2.0,66.7,0.67,1.0,12.7,0.0,0.0,0.0,0.7,0.7,0.22,1.3,1.3,Levante
4560,2017-11-05,12:00,La Liga,Matchweek 11,Sun,Home,L,1,2,Girona,1.0,7.0,4.0,57.1,0.14,0.25,16.9,1.0,0.0,0.0,0.6,0.6,0.09,0.4,0.4,Levante
4561,2017-11-19,17:30,La Liga,Matchweek 12,Sun,Away,W,2,0,Las Palmas,2.0,11.0,6.0,54.5,0.18,0.33,19.0,2.0,0.0,0.0,0.9,0.9,0.08,1.1,1.1,Levante
4562,2017-11-25,20:45,La Liga,Matchweek 13,Sat,Home,L,0,5,Atlético Madrid,0.0,17.0,2.0,11.8,0.0,0.0,19.9,3.0,0.0,0.0,1.3,1.3,0.08,-1.3,-1.3,Levante
4564,2017-12-01,21:00,La Liga,Matchweek 14,Fri,Away,D,0,0,Málaga,0.0,4.0,2.0,50.0,0.0,0.0,13.9,0.0,0.0,0.0,0.7,0.7,0.17,-0.7,-0.7,Levante
4565,2017-12-10,18:30,La Liga,Matchweek 15,Sun,Home,L,1,2,Athletic Club,0.0,13.0,2.0,15.4,0.0,0.0,17.7,2.0,0.0,0.0,0.8,0.8,0.07,-0.8,-0.8,Levante
4566,2017-12-15,21:00,La Liga,Matchweek 16,Fri,Away,D,0,0,Sevilla,0.0,11.0,2.0,18.2,0.0,0.0,17.1,3.0,0.0,0.0,1.5,1.5,0.14,-1.5,-1.5,Levante
4567,2017-12-19,21:30,La Liga,Matchweek 17,Tue,Home,D,0,0,Leganés,0.0,11.0,3.0,27.3,0.0,0.0,16.6,0.0,0.0,0.0,0.9,0.9,0.08,-0.9,-0.9,Levante
4569,2018-01-07,16:15,La Liga,Matchweek 18,Sun,Away,L,0,3,Barcelona,0.0,9.0,2.0,22.2,0.0,0.0,18.4,0.0,0.0,0.0,0.8,0.8,0.09,-0.8,-0.8,Levante
4571,2018-01-14,12:00,La Liga,Matchweek 19,Sun,Home,L,0,1,Celta Vigo,0.0,16.0,5.0,31.3,0.0,0.0,14.9,1.0,0.0,0.0,1.4,1.4,0.09,-1.4,-1.4,Levante
4572,2018-01-20,18:30,La Liga,Matchweek 20,Sat,Away,L,1,2,Villarreal,1.0,15.0,2.0,13.3,0.0,0.0,22.2,0.0,1.0,1.0,1.3,0.6,0.04,-0.3,-0.6,Levante
4573,2018-01-27,13:00,La Liga,Matchweek 21,Sat,Away,D,2,2,La Coruña,2.0,16.0,4.0,25.0,0.13,0.5,18.8,1.0,0.0,0.0,0.8,0.8,0.05,1.2,1.2,Levante
4574,2018-02-03,20:45,La Liga,Matchweek 22,Sat,Home,D,2,2,Real Madrid,2.0,11.0,4.0,36.4,0.18,0.5,15.7,0.0,0.0,0.0,1.1,1.1,0.11,0.9,0.9,Levante
4575,2018-02-11,20:45,La Liga,Matchweek 23,Sun,Away,L,1,3,Valencia,1.0,5.0,1.0,20.0,0.2,1.0,19.2,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8,Levante
4576,2018-02-18,12:00,La Liga,Matchweek 24,Sun,Away,L,0,3,Real Sociedad,0.0,9.0,1.0,11.1,0.0,0.0,17.6,0.0,0.0,0.0,0.7,0.7,0.07,-0.7,-0.7,Levante
4577,2018-02-26,21:00,La Liga,Matchweek 25,Mon,Home,L,0,2,Betis,0.0,11.0,2.0,18.2,0.0,0.0,18.5,1.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,Levante
4578,2018-03-01,21:30,La Liga,Matchweek 26,Thu,Away,L,0,1,Alavés,0.0,6.0,2.0,33.3,0.0,0.0,28.5,1.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,Levante
4579,2018-03-04,12:00,La Liga,Matchweek 27,Sun,Home,D,1,1,Espanyol,1.0,14.0,3.0,21.4,0.0,0.0,19.1,1.0,1.0,1.0,1.4,0.7,0.05,-0.4,-0.7,Levante
4580,2018-03-10,18:30,La Liga,Matchweek 28,Sat,Away,W,1,0,Getafe,1.0,12.0,3.0,25.0,0.08,0.33,18.2,0.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2,Levante
4581,2018-03-16,21:00,La Liga,Matchweek 29,Fri,Home,W,2,1,Eibar,2.0,8.0,3.0,37.5,0.25,0.67,11.4,0.0,0.0,0.0,1.5,1.5,0.19,0.5,0.5,Levante
4582,2018-03-31,13:00,La Liga,Matchweek 30,Sat,Away,D,1,1,Girona,1.0,15.0,6.0,40.0,0.07,0.17,17.6,0.0,0.0,0.0,1.6,1.6,0.1,-0.6,-0.6,Levante
4583,2018-04-08,12:00,La Liga,Matchweek 31,Sun,Home,W,2,1,Las Palmas,2.0,11.0,5.0,45.5,0.18,0.4,14.8,0.0,0.0,0.0,1.6,1.6,0.15,0.4,0.4,Levante
4584,2018-04-15,16:15,La Liga,Matchweek 32,Sun,Away,L,0,3,Atlético Madrid,0.0,12.0,3.0,25.0,0.0,0.0,19.2,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Levante
4585,2018-04-19,21:30,La Liga,Matchweek 33,Thu,Home,W,1,0,Málaga,1.0,9.0,2.0,22.2,0.11,0.5,19.8,0.0,0.0,0.0,1.0,1.0,0.12,0.0,0.0,Levante
4586,2018-04-23,21:00,La Liga,Matchweek 34,Mon,Away,W,3,1,Athletic Club,3.0,13.0,7.0,53.8,0.23,0.43,16.7,2.0,0.0,0.0,0.9,0.9,0.07,2.1,2.1,Levante
4587,2018-04-27,21:00,La Liga,Matchweek 35,Fri,Home,W,2,1,Sevilla,2.0,15.0,5.0,33.3,0.13,0.4,17.6,0.0,0.0,0.0,1.7,1.7,0.11,0.3,0.3,Levante
4588,2018-05-07,21:00,La Liga,Matchweek 36,Mon,Away,W,3,0,Leganés,3.0,10.0,3.0,30.0,0.3,1.0,18.6,1.0,0.0,0.0,1.2,1.2,0.12,1.8,1.8,Levante
4589,2018-05-13,20:45,La Liga,Matchweek 37,Sun,Home,W,5,4,Barcelona,5.0,11.0,7.0,63.6,0.45,0.71,12.3,0.0,0.0,0.0,3.7,3.7,0.33,1.3,1.3,Levante
4590,2018-05-19,13:00,La Liga,Matchweek 38,Sat,Away,L,2,4,Celta Vigo,2.0,7.0,3.0,42.9,0.29,0.67,18.7,0.0,0.0,0.0,0.4,0.4,0.06,1.6,1.6,Levante
4594,2017-08-20,18:15,La Liga,Matchweek 1,Sun,Home,D,0,0,Getafe,0.0,13.0,2.0,15.4,0.0,0.0,14.9,0.0,0.0,0.0,1.4,1.4,0.11,-1.4,-1.4,Athletic Club
4596,2017-08-27,18:15,La Liga,Matchweek 2,Sun,Away,W,1,0,Eibar,1.0,9.0,5.0,55.6,0.11,0.2,18.6,1.0,0.0,0.0,0.5,0.5,0.06,0.5,0.5,Athletic Club
4597,2017-09-10,16:15,La Liga,Matchweek 3,Sun,Home,W,2,0,Girona,2.0,7.0,4.0,57.1,0.29,0.5,10.6,0.0,0.0,0.0,1.3,1.3,0.18,0.7,0.7,Athletic Club
4599,2017-09-17,17:30,La Liga,Matchweek 4,Sun,Away,L,0,1,Las Palmas,0.0,11.0,5.0,45.5,0.0,0.0,14.2,0.0,0.0,0.0,1.0,1.0,0.09,-1.0,-1.0,Athletic Club
4600,2017-09-20,20:00,La Liga,Matchweek 5,Wed,Home,L,1,2,Atlético Madrid,1.0,11.0,6.0,54.5,0.09,0.17,16.6,0.0,0.0,1.0,2.0,1.2,0.11,-1.0,-0.2,Athletic Club
4601,2017-09-23,18:30,La Liga,Matchweek 6,Sat,Away,D,3,3,Málaga,3.0,7.0,6.0,85.7,0.29,0.33,15.5,0.0,1.0,1.0,1.6,0.8,0.11,1.4,1.2,Athletic Club
4603,2017-10-01,18:30,La Liga,Matchweek 7,Sun,Away,L,2,3,Valencia,2.0,16.0,6.0,37.5,0.13,0.33,12.8,0.0,0.0,0.0,1.6,1.6,0.1,0.4,0.4,Athletic Club
4604,2017-10-14,13:00,La Liga,Matchweek 8,Sat,Home,W,1,0,Sevilla,1.0,15.0,3.0,20.0,0.07,0.33,14.9,0.0,0.0,0.0,1.7,1.7,0.12,-0.7,-0.7,Athletic Club
4606,2017-10-22,18:30,La Liga,Matchweek 9,Sun,Away,L,0,1,Leganés,0.0,7.0,1.0,14.3,0.0,0.0,14.3,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,Athletic Club
4608,2017-10-28,20:45,La Liga,Matchweek 10,Sat,Home,L,0,2,Barcelona,0.0,17.0,5.0,29.4,0.0,0.0,19.1,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,Athletic Club
4610,2017-11-05,16:15,La Liga,Matchweek 11,Sun,Away,L,1,3,Celta Vigo,1.0,15.0,5.0,33.3,0.07,0.2,12.7,1.0,0.0,0.0,1.6,1.6,0.11,-0.6,-0.6,Athletic Club
4611,2017-11-19,20:45,La Liga,Matchweek 12,Sun,Home,D,1,1,Villarreal,1.0,15.0,3.0,20.0,0.07,0.33,16.3,0.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3,Athletic Club
4613,2017-11-26,12:00,La Liga,Matchweek 13,Sun,Away,D,2,2,La Coruña,2.0,10.0,3.0,30.0,0.2,0.67,17.3,0.0,0.0,0.0,1.1,1.1,0.11,0.9,0.9,Athletic Club
4615,2017-12-02,20:45,La Liga,Matchweek 14,Sat,Home,D,0,0,Real Madrid,0.0,12.0,5.0,41.7,0.0,0.0,14.8,0.0,0.0,0.0,1.1,1.1,0.09,-1.1,-1.1,Athletic Club
4617,2017-12-10,18:30,La Liga,Matchweek 15,Sun,Away,W,2,1,Levante,1.0,13.0,2.0,15.4,0.0,0.0,18.3,0.0,1.0,1.0,1.2,0.5,0.04,-0.2,-0.5,Athletic Club
4618,2017-12-16,16:15,La Liga,Matchweek 16,Sat,Home,D,0,0,Real Sociedad,0.0,7.0,1.0,14.3,0.0,0.0,12.7,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6,Athletic Club
4619,2017-12-22,19:30,La Liga,Matchweek 17,Fri,Away,W,2,0,Betis,1.0,18.0,4.0,22.2,0.0,0.0,15.2,1.0,1.0,1.0,2.5,1.8,0.1,-1.5,-1.8,Athletic Club
4620,2018-01-07,18:30,La Liga,Matchweek 18,Sun,Home,W,2,0,Alavés,2.0,12.0,8.0,66.7,0.08,0.13,15.2,0.0,1.0,1.0,1.8,1.3,0.11,0.2,-0.3,Athletic Club
4621,2018-01-14,18:30,La Liga,Matchweek 19,Sun,Away,D,1,1,Espanyol,1.0,8.0,4.0,50.0,0.13,0.25,15.0,1.0,0.0,0.0,0.7,0.7,0.09,0.3,0.3,Athletic Club
4622,2018-01-19,21:00,La Liga,Matchweek 20,Fri,Away,D,2,2,Getafe,2.0,6.0,5.0,83.3,0.17,0.2,18.6,0.0,1.0,1.0,1.2,0.4,0.07,0.8,0.6,Athletic Club
4623,2018-01-26,21:00,La Liga,Matchweek 21,Fri,Home,D,1,1,Eibar,1.0,7.0,1.0,14.3,0.14,1.0,10.8,0.0,0.0,0.0,1.3,1.3,0.18,-0.3,-0.3,Athletic Club
4624,2018-02-04,18:30,La Liga,Matchweek 22,Sun,Away,L,0,2,Girona,0.0,10.0,0.0,0.0,0.0,,17.6,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,Athletic Club
4625,2018-02-09,21:00,La Liga,Matchweek 23,Fri,Home,D,0,0,Las Palmas,0.0,15.0,5.0,33.3,0.0,0.0,16.6,1.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9,Athletic Club
4627,2018-02-18,16:15,La Liga,Matchweek 24,Sun,Away,L,0,2,Atlético Madrid,0.0,5.0,0.0,0.0,0.0,,15.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,Athletic Club
4629,2018-02-25,16:15,La Liga,Matchweek 25,Sun,Home,W,2,1,Málaga,2.0,8.0,5.0,62.5,0.25,0.4,15.9,1.0,0.0,0.0,0.6,0.6,0.08,1.4,1.4,Athletic Club
4630,2018-02-28,19:30,La Liga,Matchweek 26,Wed,Home,D,1,1,Valencia,1.0,9.0,3.0,33.3,0.11,0.33,20.0,1.0,0.0,1.0,1.2,0.5,0.05,-0.2,0.5,Athletic Club
4631,2018-03-03,16:15,La Liga,Matchweek 27,Sat,Away,L,0,2,Sevilla,0.0,10.0,3.0,30.0,0.0,0.0,16.9,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,Athletic Club
4633,2018-03-11,20:45,La Liga,Matchweek 28,Sun,Home,W,2,0,Leganés,2.0,14.0,5.0,35.7,0.14,0.4,19.1,1.0,0.0,0.0,0.6,0.6,0.05,1.4,1.4,Athletic Club
4635,2018-03-18,16:15,La Liga,Matchweek 29,Sun,Away,L,0,2,Barcelona,0.0,10.0,3.0,30.0,0.0,0.0,16.5,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,Athletic Club
4636,2018-03-31,16:15,La Liga,Matchweek 30,Sat,Home,D,1,1,Celta Vigo,1.0,12.0,2.0,16.7,0.08,0.5,12.8,0.0,0.0,0.0,1.7,1.7,0.14,-0.7,-0.7,Athletic Club
4637,2018-04-09,21:00,La Liga,Matchweek 31,Mon,Away,W,3,1,Villarreal,3.0,18.0,13.0,72.2,0.17,0.23,12.9,0.0,0.0,0.0,2.6,2.6,0.15,0.4,0.4,Athletic Club
4638,2018-04-14,20:45,La Liga,Matchweek 32,Sat,Home,L,2,3,La Coruña,2.0,12.0,4.0,33.3,0.17,0.5,12.9,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9,Athletic Club
4639,2018-04-18,21:30,La Liga,Matchweek 33,Wed,Away,D,1,1,Real Madrid,1.0,6.0,2.0,33.3,0.17,0.5,12.2,0.0,0.0,0.0,0.8,0.8,0.14,0.2,0.2,Athletic Club
4640,2018-04-23,21:00,La Liga,Matchweek 34,Mon,Home,L,1,3,Levante,1.0,18.0,5.0,27.8,0.06,0.2,15.7,0.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3,Athletic Club
4641,2018-04-28,16:15,La Liga,Matchweek 35,Sat,Away,L,1,3,Real Sociedad,1.0,9.0,2.0,22.2,0.0,0.0,12.3,0.0,1.0,1.0,1.2,0.5,0.05,-0.2,-0.5,Athletic Club
4642,2018-05-05,16:15,La Liga,Matchweek 36,Sat,Home,W,2,0,Betis,2.0,16.0,6.0,37.5,0.13,0.33,15.6,1.0,0.0,0.0,1.9,1.9,0.12,0.1,0.1,Athletic Club
4643,2018-05-12,18:30,La Liga,Matchweek 37,Sat,Away,L,1,3,Alavés,1.0,10.0,4.0,40.0,0.1,0.25,19.3,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5,Athletic Club
4644,2018-05-20,16:15,La Liga,Matchweek 38,Sun,Home,L,0,1,Espanyol,0.0,11.0,3.0,27.3,0.0,0.0,18.1,1.0,0.0,0.0,1.1,1.1,0.1,-1.1,-1.1,Athletic Club
4646,2016-08-21,20:15,La Liga,Matchweek 1,Sun,Away,W,3,0,Real Sociedad,3.0,18.0,8.0,44.4,0.17,0.38,,,0.0,0.0,,,,,,Real Madrid
4647,2016-08-27,20:15,La Liga,Matchweek 2,Sat,Home,W,2,1,Celta Vigo,2.0,24.0,10.0,41.7,0.08,0.2,,,0.0,0.0,,,,,,Real Madrid
4648,2016-09-10,16:00,La Liga,Matchweek 3,Sat,Home,W,5,2,Osasuna,5.0,25.0,11.0,44.0,0.2,0.45,,,0.0,0.0,,,,,,Real Madrid
4650,2016-09-18,20:45,La Liga,Matchweek 4,Sun,Away,W,2,0,Espanyol,2.0,13.0,7.0,53.8,0.15,0.29,,,0.0,0.0,,,,,,Real Madrid
4651,2016-09-21,20:00,La Liga,Matchweek 5,Wed,Home,D,1,1,Villarreal,1.0,23.0,6.0,26.1,0.04,0.17,,,0.0,0.0,,,,,,Real Madrid
4652,2016-09-24,19:45,La Liga,Matchweek 6,Sat,Away,D,2,2,Las Palmas,2.0,27.0,11.0,40.7,0.07,0.18,,,0.0,0.0,,,,,,Real Madrid
4654,2016-10-02,16:15,La Liga,Matchweek 7,Sun,Home,D,1,1,Eibar,1.0,15.0,3.0,20.0,0.07,0.33,,,0.0,0.0,,,,,,Real Madrid
4655,2016-10-15,20:45,La Liga,Matchweek 8,Sat,Away,W,6,1,Betis,6.0,22.0,9.0,40.9,0.27,0.67,,,0.0,0.0,,,,,,Real Madrid
4657,2016-10-23,20:45,La Liga,Matchweek 9,Sun,Home,W,2,1,Athletic Club,2.0,24.0,8.0,33.3,0.08,0.25,,,0.0,0.0,,,,,,Real Madrid
4659,2016-10-29,16:15,La Liga,Matchweek 10,Sat,Away,W,4,1,Alavés,4.0,15.0,5.0,33.3,0.2,0.6,,,1.0,2.0,,,,,,Real Madrid
4661,2016-11-06,12:00,La Liga,Matchweek 11,Sun,Home,W,3,0,Leganés,3.0,17.0,7.0,41.2,0.18,0.43,,,0.0,0.0,,,,,,Real Madrid
4662,2016-11-19,20:45,La Liga,Matchweek 12,Sat,Away,W,3,0,Atlético Madrid,3.0,12.0,7.0,58.3,0.17,0.29,,,1.0,1.0,,,,,,Real Madrid
4664,2016-11-26,16:15,La Liga,Matchweek 13,Sat,Home,W,2,1,Sporting Gijón,2.0,19.0,7.0,36.8,0.05,0.14,,,1.0,1.0,,,,,,Real Madrid
4666,2016-12-03,16:15,La Liga,Matchweek 14,Sat,Away,D,1,1,Barcelona,1.0,14.0,5.0,35.7,0.07,0.2,,,0.0,0.0,,,,,,Real Madrid
4668,2016-12-10,20:45,La Liga,Matchweek 15,Sat,Home,W,3,2,La Coruña,3.0,17.0,5.0,29.4,0.18,0.6,,,0.0,0.0,,,,,,Real Madrid
4670,2017-01-07,13:00,La Liga,Matchweek 17,Sat,Home,W,5,0,Granada,5.0,23.0,13.0,56.5,0.22,0.38,,,0.0,0.0,,,,,,Real Madrid
4672,2017-01-15,20:45,La Liga,Matchweek 18,Sun,Away,L,1,2,Sevilla,1.0,10.0,3.0,30.0,0.0,0.0,,,1.0,1.0,,,,,,Real Madrid
4674,2017-01-21,16:15,La Liga,Matchweek 19,Sat,Home,W,2,1,Málaga,2.0,14.0,7.0,50.0,0.14,0.29,,,0.0,0.0,,,,,,Real Madrid
4676,2017-01-29,20:45,La Liga,Matchweek 20,Sun,Home,W,3,0,Real Sociedad,3.0,7.0,4.0,57.1,0.43,0.75,,,0.0,0.0,,,,,,Real Madrid
4677,2017-02-11,20:45,La Liga,Matchweek 22,Sat,Away,W,3,1,Osasuna,3.0,12.0,6.0,50.0,0.25,0.5,,,0.0,0.0,,,,,,Real Madrid
4679,2017-02-18,16:15,La Liga,Matchweek 23,Sat,Home,W,2,0,Espanyol,2.0,12.0,3.0,25.0,0.17,0.67,,,0.0,0.0,,,,,,Real Madrid
4680,2017-02-22,18:45,La Liga,Matchweek 16,Wed,Away,L,1,2,Valencia,1.0,22.0,5.0,22.7,0.05,0.2,,,0.0,0.0,,,,,,Real Madrid
4681,2017-02-26,20:45,La Liga,Matchweek 24,Sun,Away,W,3,2,Villarreal,3.0,25.0,6.0,24.0,0.08,0.33,,,1.0,1.0,,,,,,Real Madrid
4682,2017-03-01,21:30,La Liga,Matchweek 25,Wed,Home,D,3,3,Las Palmas,3.0,20.0,7.0,35.0,0.1,0.29,,,1.0,1.0,,,,,,Real Madrid
4683,2017-03-04,16:15,La Liga,Matchweek 26,Sat,Away,W,4,1,Eibar,4.0,12.0,7.0,58.3,0.33,0.57,,,0.0,0.0,,,,,,Real Madrid
4685,2017-03-12,20:45,La Liga,Matchweek 27,Sun,Home,W,2,1,Betis,2.0,14.0,4.0,28.6,0.14,0.5,,,0.0,0.0,,,,,,Real Madrid
4686,2017-03-18,16:15,La Liga,Matchweek 28,Sat,Away,W,2,1,Athletic Club,2.0,9.0,4.0,44.4,0.22,0.5,,,0.0,0.0,,,,,,Real Madrid
4687,2017-04-02,16:15,La Liga,Matchweek 29,Sun,Home,W,3,0,Alavés,3.0,18.0,6.0,33.3,0.17,0.5,,,0.0,0.0,,,,,,Real Madrid
4688,2017-04-05,21:30,La Liga,Matchweek 30,Wed,Away,W,4,2,Leganés,4.0,18.0,8.0,44.4,0.22,0.5,,,0.0,0.0,,,,,,Real Madrid
4689,2017-04-08,16:15,La Liga,Matchweek 31,Sat,Home,D,1,1,Atlético Madrid,1.0,20.0,6.0,30.0,0.05,0.17,,,0.0,0.0,,,,,,Real Madrid
4691,2017-04-15,16:15,La Liga,Matchweek 32,Sat,Away,W,3,2,Sporting Gijón,3.0,18.0,6.0,33.3,0.17,0.5,,,0.0,0.0,,,,,,Real Madrid
4693,2017-04-23,20:45,La Liga,Matchweek 33,Sun,Home,L,2,3,Barcelona,2.0,22.0,14.0,63.6,0.09,0.14,,,0.0,0.0,,,,,,Real Madrid
4694,2017-04-26,21:30,La Liga,Matchweek 34,Wed,Away,W,6,2,La Coruña,6.0,22.0,11.0,50.0,0.27,0.55,,,0.0,0.0,,,,,,Real Madrid
4695,2017-04-29,16:15,La Liga,Matchweek 35,Sat,Home,W,2,1,Valencia,2.0,20.0,5.0,25.0,0.1,0.4,,,0.0,1.0,,,,,,Real Madrid
4697,2017-05-06,20:45,La Liga,Matchweek 36,Sat,Away,W,4,0,Granada,4.0,16.0,8.0,50.0,0.25,0.5,,,0.0,0.0,,,,,,Real Madrid
4699,2017-05-14,20:00,La Liga,Matchweek 37,Sun,Home,W,4,1,Sevilla,4.0,14.0,7.0,50.0,0.29,0.57,,,0.0,0.0,,,,,,Real Madrid
4700,2017-05-17,21:00,La Liga,Matchweek 21,Wed,Away,W,4,1,Celta Vigo,4.0,13.0,8.0,61.5,0.31,0.5,,,0.0,0.0,,,,,,Real Madrid
4701,2017-05-21,20:00,La Liga,Matchweek 38,Sun,Away,W,2,0,Málaga,2.0,16.0,8.0,50.0,0.13,0.25,,,0.0,0.0,,,,,,Real Madrid
4703,2017-08-20,22:15,La Liga,Matchweek 1,Sun,Home,L,0,3,Real Madrid,0.0,11.0,4.0,36.4,0.0,0.0,17.2,0.0,0.0,1.0,2.0,1.3,0.12,-2.0,-1.3,Deportivo La Coruna
4704,2017-08-26,20:15,La Liga,Matchweek 2,Sat,Away,D,2,2,Levante,2.0,12.0,3.0,25.0,0.17,0.67,15.8,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9,Deportivo La Coruna
4705,2017-09-10,12:00,La Liga,Matchweek 3,Sun,Home,L,2,4,Real Sociedad,2.0,11.0,4.0,36.4,0.18,0.5,18.1,2.0,0.0,0.0,1.3,1.3,0.12,0.7,0.7,Deportivo La Coruna
4706,2017-09-16,18:30,La Liga,Matchweek 4,Sat,Away,L,1,2,Betis,1.0,12.0,3.0,25.0,0.08,0.33,26.6,2.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,Deportivo La Coruna
4707,2017-09-20,21:00,La Liga,Matchweek 5,Wed,Home,W,1,0,Alavés,1.0,15.0,3.0,20.0,0.07,0.33,15.4,0.0,0.0,0.0,2.1,2.1,0.14,-1.1,-1.1,Deportivo La Coruna
4708,2017-09-24,12:00,La Liga,Matchweek 6,Sun,Away,L,1,4,Espanyol,1.0,21.0,6.0,28.6,0.05,0.17,20.0,0.0,0.0,0.0,1.7,1.7,0.08,-0.7,-0.7,Deportivo La Coruna
4709,2017-09-30,13:00,La Liga,Matchweek 7,Sat,Home,W,2,1,Getafe,2.0,16.0,9.0,56.3,0.13,0.22,14.8,1.0,0.0,0.0,1.8,1.8,0.12,0.2,0.2,Deportivo La Coruna
4710,2017-10-15,12:00,La Liga,Matchweek 8,Sun,Away,D,0,0,Eibar,0.0,8.0,2.0,25.0,0.0,0.0,29.6,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,Deportivo La Coruna
4711,2017-10-23,21:00,La Liga,Matchweek 9,Mon,Home,L,1,2,Girona,1.0,14.0,4.0,28.6,0.0,0.0,17.0,1.0,1.0,1.0,1.9,1.1,0.08,-0.9,-1.1,Deportivo La Coruna
4713,2017-10-30,20:00,La Liga,Matchweek 10,Mon,Away,W,3,1,Las Palmas,3.0,14.0,4.0,28.6,0.14,0.5,16.3,0.0,1.0,1.0,1.7,0.9,0.06,1.3,1.1,Deportivo La Coruna
4714,2017-11-04,16:15,La Liga,Matchweek 11,Sat,Home,L,0,1,Atlético Madrid,0.0,14.0,1.0,7.1,0.0,0.0,22.9,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,Deportivo La Coruna
4715,2017-11-19,12:00,La Liga,Matchweek 12,Sun,Away,L,2,3,Málaga,2.0,12.0,5.0,41.7,0.17,0.4,17.7,0.0,0.0,0.0,1.6,1.6,0.14,0.4,0.4,Deportivo La Coruna
4716,2017-11-26,12:00,La Liga,Matchweek 13,Sun,Home,D,2,2,Athletic Club,2.0,15.0,4.0,26.7,0.13,0.5,15.8,1.0,0.0,0.0,1.8,1.8,0.13,0.2,0.2,Deportivo La Coruna
4718,2017-12-02,18:30,La Liga,Matchweek 14,Sat,Away,L,0,2,Sevilla,0.0,12.0,2.0,16.7,0.0,0.0,16.6,1.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Deportivo La Coruna
4719,2017-12-09,18:30,La Liga,Matchweek 15,Sat,Home,W,1,0,Leganés,1.0,18.0,4.0,22.2,0.06,0.25,18.7,0.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3,Deportivo La Coruna
