_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away,homegoal,awaygoal
37,Sun,2019-05-12,18:30:00,Valencia,3–1,Alavés,37744,Estadio de Mestalla,Guillermo Cuadra,1.3,0.7,3,1
37,Sun,2019-05-12,18:30:00,Rayo Vallecano,1–2,Valladolid,10040,Estadio del Rayo Vallecano,José Sánchez,0.9,1.3,1,2
37,Sun,2019-05-12,18:30:00,Girona,1–2,Levante,13342,Estadi Municipal de Montilivi,Carlos del Cerro,1.4,0.5,1,2
37,Sun,2019-05-12,18:30:00,Athletic Club,3–1,Celta Vigo,42494,San Mamés,Javier Estrada,2.4,1.0,3,1
37,Sun,2019-05-12,18:30:00,Atlético Madrid,1–1,Sevilla,60234,Estadio Wanda Metropolitano,Ricardo de Burgos,1.4,0.9,1,1
38,Sat,2019-05-18,16:15:00,Espanyol,2–0,Real Sociedad,26568,RCDE Stadium,Santiago Jaime,1.1,0.6,2,0
38,Sat,2019-05-18,16:15:00,Getafe,2–2,Villarreal,13579,Coliseum Alfonso Pérez,Javier Estrada,1.1,0.9,2,2
38,Sat,2019-05-18,16:15:00,Valladolid,0–2,Valencia,23455,Estadio Municipal José Zorrilla,Ricardo de Burgos,0.9,1.7,0,2
38,Sat,2019-05-18,16:15:00,Sevilla,2–0,Athletic Club,28060,Estadio Ramón Sánchez Pizjuán,José Sánchez,1.7,0.6,2,0
38,Sat,2019-05-18,13:00:00,Levante,2–2,Atlético Madrid,20575,Estadio Ciudad de Valencia,Ignacio Iglesias,2.4,1.6,2,2
38,Sat,2019-05-18,20:45:00,Celta Vigo,2–2,Rayo Vallecano,21607,Estadio de Balaídos,Antonio Matéu Lahoz,2.0,1.1,2,2
38,Sat,2019-05-18,20:45:00,Huesca,2–1,Leganés,5575,Estadio El Alcoraz,Alberola Rojas,0.9,0.7,2,1
38,Sat,2019-05-18,20:45:00,Alavés,2–1,Girona,11549,Estadio de Mendizorroza,Mario Melero,1.2,0.9,2,1
38,Sun,2019-05-19,12:00:00,Real Madrid,0–2,Betis,56900,Estadio Santiago Bernabéu,Alberto Undiano,0.6,1.2,0,2
38,Sun,2019-05-19,16:15:00,Eibar,2–2,Barcelona,5145,Estadio Municipal de Ipurúa,José Luis Munuera,1.3,1.0,2,2
1,Fri,2019-08-16,21:00:00,Athletic Club,1–0,Barcelona,47693,San Mamés,Carlos del Cerro,0.5,0.9,1,0
1,Sat,2019-08-17,21:00:00,Villarreal,4–4,Granada,14753,Estadio de la Cerámica,Adrián Cordero,1.6,2.2,4,4
1,Sat,2019-08-17,17:00:00,Celta Vigo,1–3,Real Madrid,23566,Estadio de Balaídos,Javier Estrada,0.8,1.5,1,3
1,Sat,2019-08-17,19:00:00,Valencia,1–1,Real Sociedad,41846,Estadio de Mestalla,Jesús Gil,2.3,1.3,1,1
1,Sat,2019-08-17,21:00:00,Leganés,0–1,Osasuna,10020,Estadio Municipal de Butarque,Alberola Rojas,1.0,0.2,0,1
1,Sat,2019-08-17,20:00:00,Mallorca,2–1,Eibar,15127,Iberostar Estadi,Mario Melero,1.7,0.7,2,1
1,Sun,2019-08-18,17:00:00,Alavés,1–0,Levante,12029,Estadio de Mendizorroza,César Soto,0.4,0.6,1,0
1,Sun,2019-08-18,21:00:00,Betis,1–2,Valladolid,51497,Estadio Benito Villamarín,Santiago Jaime,0.9,0.7,1,2
1,Sun,2019-08-18,22:00:00,Atlético Madrid,1–0,Getafe,55099,Estadio Wanda Metropolitano,Guillermo Cuadra,1.6,0.4,1,0
1,Sun,2019-08-18,19:00:00,Espanyol,0–2,Sevilla,19832,RCDE Stadium,Juan Martínez,0.2,1.3,0,2
2,Fri,2019-08-23,22:00:00,Levante,2–1,Villarreal,20240,Estadio Ciudad de Valencia,José Luis Munuera,2.0,2.8,2,1
2,Fri,2019-08-23,20:00:00,Granada,0–1,Sevilla,15849,Estadio Nuevo Los Cármenes,José Sánchez,0.6,0.5,0,1
2,Sat,2019-08-24,21:00:00,Getafe,1–1,Athletic Club,10103,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,0.3,0.3,1,1
2,Sat,2019-08-24,21:00:00,Celta Vigo,1–0,Valencia,20034,Estadio de Balaídos,Alejandro Hernández,1.8,0.9,1,0
2,Sat,2019-08-24,19:00:00,Real Madrid,1–1,Valladolid,63037,Estadio Santiago Bernabéu,Pablo González,1.1,0.6,1,1
2,Sat,2019-08-24,17:00:00,Osasuna,0–0,Eibar,13978,Estadio El Sadar,David Medié,0.6,0.6,0,0
2,Sun,2019-08-25,21:00:00,Barcelona,5–2,Betis,79159,Camp Nou,José González,1.8,0.2,5,2
2,Sun,2019-08-25,17:00:00,Alavés,0–0,Espanyol,14567,Estadio de Mendizorroza,Eduardo Prieto,0.5,0.1,0,0
2,Sun,2019-08-25,17:00:00,Mallorca,0–1,Real Sociedad,18028,Iberostar Estadi,Valentín Pizarro,0.8,1.3,0,1
2,Sun,2019-08-25,19:00:00,Leganés,0–1,Atlético Madrid,11742,Estadio Municipal de Butarque,Ricardo de Burgos,0.4,1.1,0,1
3,Fri,2019-08-30,20:00:00,Sevilla,1–1,Celta Vigo,37787,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.3,0.5,1,1
3,Fri,2019-08-30,22:00:00,Athletic Club,2–0,Real Sociedad,46697,San Mamés,Javier Estrada,0.9,0.3,2,0
3,Sat,2019-08-31,19:00:00,Getafe,1–1,Alavés,10806,Coliseum Alfonso Pérez,Mario Melero,1.1,0.9,1,1
3,Sat,2019-08-31,19:00:00,Levante,2–0,Valladolid,19347,Estadio Ciudad de Valencia,Adrián Cordero,1.6,1.0,2,0
3,Sat,2019-08-31,17:00:00,Osasuna,2–2,Barcelona,16742,Estadio El Sadar,Juan Martínez,1.5,0.4,2,2
3,Sat,2019-08-31,21:00:00,Betis,2–1,Leganés,47819,Estadio Benito Villamarín,Guillermo Cuadra,1.5,1.0,2,1
3,Sun,2019-09-01,17:00:00,Valencia,2–0,Mallorca,40441,Estadio de Mestalla,Alberola Rojas,2.1,1.2,2,0
3,Sun,2019-09-01,19:00:00,Espanyol,0–3,Granada,20870,RCDE Stadium,César Soto,0.9,1.4,0,3
3,Sun,2019-09-01,19:00:00,Atlético Madrid,3–2,Eibar,56664,Estadio Wanda Metropolitano,Santiago Jaime,1.6,0.6,3,2
3,Sun,2019-09-01,21:00:00,Villarreal,2–2,Real Madrid,20128,Estadio de la Cerámica,Jesús Gil,1.6,1.7,2,2
4,Fri,2019-09-13,21:00:00,Mallorca,0–0,Athletic Club,16390,Iberostar Estadi,Pablo González,1.6,1.2,0,0
4,Sat,2019-09-14,16:00:00,Leganés,0–3,Villarreal,7670,Estadio Municipal de Butarque,David Medié,0.6,0.9,0,3
4,Sat,2019-09-14,21:00:00,Barcelona,5–2,Valencia,81617,Camp Nou,José Sánchez,2.1,1.3,5,2
4,Sat,2019-09-14,13:00:00,Real Madrid,3–2,Levante,60401,Estadio Santiago Bernabéu,Ricardo de Burgos,2.5,0.7,3,2
4,Sat,2019-09-14,18:30:00,Real Sociedad,2–0,Atlético Madrid,34719,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,1.3,1.0,2,0
4,Sun,2019-09-15,12:00:00,Eibar,1–2,Espanyol,5410,Estadio Municipal de Ipurúa,Valentín Pizarro,0.5,1.5,1,2
4,Sun,2019-09-15,21:00:00,Betis,1–1,Getafe,47884,Estadio Benito Villamarín,José González,0.9,1.4,1,1
4,Sun,2019-09-15,18:30:00,Valladolid,1–1,Osasuna,20670,Estadio Municipal José Zorrilla,José Luis Munuera,0.7,1.9,1,1
4,Sun,2019-09-15,16:00:00,Celta Vigo,0–2,Granada,18259,Estadio de Balaídos,Eduardo Prieto,0.2,1.1,0,2
4,Sun,2019-09-15,14:00:00,Alavés,0–1,Sevilla,16309,Estadio de Mendizorroza,Alejandro Hernández,0.5,1.3,0,1
5,Fri,2019-09-20,21:00:00,Osasuna,0–0,Betis,15569,Estadio El Sadar,Carlos del Cerro,1.5,0.4,0,0
5,Sat,2019-09-21,21:00:00,Granada,2–0,Barcelona,18880,Estadio Nuevo Los Cármenes,Guillermo Cuadra,1.7,0.7,2,0
5,Sat,2019-09-21,18:30:00,Atlético Madrid,0–0,Celta Vigo,57701,Estadio Wanda Metropolitano,Mario Melero,1.1,0.4,0,0
5,Sat,2019-09-21,16:00:00,Levante,0–0,Eibar,18904,Estadio Ciudad de Valencia,Alberola Rojas,1.0,1.4,0,0
5,Sat,2019-09-21,13:00:00,Villarreal,2–0,Valladolid,16195,Estadio de la Cerámica,César Soto,2.0,0.5,2,0
5,Sun,2019-09-22,18:30:00,Athletic Club,2–0,Alavés,45143,San Mamés,Jesús Gil,2.3,0.5,2,0
5,Sun,2019-09-22,21:00:00,Sevilla,0–1,Real Madrid,42354,Estadio Ramón Sánchez Pizjuán,Juan Martínez,0.4,0.9,0,1
5,Sun,2019-09-22,16:00:00,Valencia,1–1,Leganés,39014,Estadio de Mestalla,Javier Estrada,1.4,0.9,1,1
5,Sun,2019-09-22,14:00:00,Espanyol,1–3,Real Sociedad,19173,RCDE Stadium,Adrián Cordero,1.0,1.2,1,3
5,Sun,2019-09-22,12:00:00,Getafe,4–2,Mallorca,11338,Coliseum Alfonso Pérez,Santiago Jaime,2.0,0.7,4,2
6,Tue,2019-09-24,19:00:00,Valladolid,1–1,Granada,18410,Estadio Municipal José Zorrilla,Valentín Pizarro,1.3,0.4,1,1
6,Tue,2019-09-24,20:00:00,Betis,3–1,Levante,44560,Estadio Benito Villamarín,Eduardo Prieto,2.7,1.2,3,1
6,Tue,2019-09-24,21:00:00,Barcelona,2–1,Villarreal,70316,Camp Nou,Ricardo de Burgos,0.7,0.5,2,1
6,Wed,2019-09-25,19:00:00,Mallorca,0–2,Atlético Madrid,19348,Iberostar Estadi,Alejandro Hernández,0.5,1.0,0,2
6,Wed,2019-09-25,19:00:00,Leganés,1–1,Athletic Club,11036,Estadio Municipal de Butarque,José González,0.4,1.1,1,1
6,Wed,2019-09-25,20:00:00,Valencia,3–3,Getafe,37814,Estadio de Mestalla,José Luis Munuera,1.1,1.9,3,3
6,Wed,2019-09-25,21:00:00,Real Madrid,2–0,Osasuna,57520,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,1.2,0.1,2,0
6,Thu,2019-09-26,19:00:00,Eibar,3–2,Sevilla,5434,Estadio Municipal de Ipurúa,Pablo González,1.6,1.6,3,2
6,Thu,2019-09-26,20:00:00,Celta Vigo,1–1,Espanyol,16361,Estadio de Balaídos,José Sánchez,0.6,1.4,1,1
6,Thu,2019-09-26,21:00:00,Real Sociedad,3–0,Alavés,28720,Estadio Municipal de Anoeta,David Medié,3.1,0.2,3,0
7,Fri,2019-09-27,21:00:00,Villarreal,5–1,Betis,18135,Estadio de la Cerámica,Javier Estrada,3.0,0.8,5,1
7,Sat,2019-09-28,13:00:00,Athletic Club,0–1,Valencia,42420,San Mamés,Mario Melero,1.1,1.7,0,1
7,Sat,2019-09-28,16:00:00,Getafe,0–2,Barcelona,15135,Coliseum Alfonso Pérez,Jesús Gil,0.6,1.4,0,2
7,Sat,2019-09-28,18:30:00,Granada,1–0,Leganés,15519,Estadio Nuevo Los Cármenes,Adrián Cordero,0.7,1.1,1,0
7,Sat,2019-09-28,21:00:00,Atlético Madrid,0–0,Real Madrid,68032,Estadio Wanda Metropolitano,José González,0.5,0.4,0,0
7,Sun,2019-09-29,12:00:00,Espanyol,0–2,Valladolid,20911,RCDE Stadium,Guillermo Cuadra,1.1,1.5,0,2
7,Sun,2019-09-29,14:00:00,Eibar,2–0,Celta Vigo,5453,Estadio Municipal de Ipurúa,Juan Martínez,0.8,0.9,2,0
7,Sun,2019-09-29,16:00:00,Alavés,2–0,Mallorca,17135,Estadio de Mendizorroza,Carlos del Cerro,1.8,0.1,2,0
7,Sun,2019-09-29,18:30:00,Levante,1–1,Osasuna,19362,Estadio Ciudad de Valencia,César Soto,1.3,1.1,1,1
7,Sun,2019-09-29,21:00:00,Sevilla,3–2,Real Sociedad,37414,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,1.3,0.9,3,2
8,Fri,2019-10-04,21:00:00,Betis,1–1,Eibar,47056,Estadio Benito Villamarín,Alejandro Hernández,1.5,1.3,1,1
8,Sat,2019-10-05,13:00:00,Leganés,1–2,Levante,10160,Estadio Municipal de Butarque,José Luis Munuera,2.7,1.3,1,2
8,Sat,2019-10-05,16:00:00,Real Madrid,4–2,Granada,70315,Estadio Santiago Bernabéu,Santiago Jaime,2.2,1.6,4,2
8,Sat,2019-10-05,18:30:00,Valencia,2–1,Alavés,38943,Estadio de Mestalla,Eduardo Prieto,1.3,1.0,2,1
8,Sat,2019-10-05,21:00:00,Osasuna,2–1,Villarreal,15349,Estadio El Sadar,Valentín Pizarro,1.1,1.6,2,1
8,Sun,2019-10-06,12:00:00,Mallorca,2–0,Espanyol,15052,Iberostar Estadi,Ricardo de Burgos,0.6,1.0,2,0
8,Sun,2019-10-06,14:00:00,Celta Vigo,1–0,Athletic Club,19690,Estadio de Balaídos,David Medié,1.7,0.2,1,0
8,Sun,2019-10-06,16:00:00,Valladolid,0–0,Atlético Madrid,23650,Estadio Municipal José Zorrilla,José Sánchez,1.1,0.9,0,0
8,Sun,2019-10-06,18:30:00,Real Sociedad,1–2,Getafe,30153,Estadio Municipal de Anoeta,Pablo González,1.0,0.9,1,2
8,Sun,2019-10-06,21:00:00,Barcelona,4–0,Sevilla,81331,Camp Nou,Antonio Matéu Lahoz,1.9,1.9,4,0
9,Fri,2019-10-18,21:00:00,Granada,1–0,Osasuna,16986,Estadio Nuevo Los Cármenes,Javier Estrada,0.4,0.9,1,0
9,Sat,2019-10-19,13:00:00,Eibar,0–3,Barcelona,7295,Estadio Municipal de Ipurúa,Mario Melero,0.4,2.1,0,3
9,Sat,2019-10-19,16:00:00,Atlético Madrid,1–1,Valencia,61603,Estadio Wanda Metropolitano,Adrián Cordero,1.7,0.6,1,1
9,Sat,2019-10-19,18:30:00,Getafe,2–0,Leganés,13,Coliseum Alfonso Pérez,Juan Martínez,1.0,0.4,2,0
9,Sat,2019-10-19,21:00:00,Mallorca,1–0,Real Madrid,20275,Iberostar Estadi,Alberola Rojas,0.2,0.9,1,0
9,Sun,2019-10-20,12:00:00,Alavés,2–0,Celta Vigo,16584,Estadio de Mendizorroza,José González,1.8,1.0,2,0
9,Sun,2019-10-20,14:00:00,Real Sociedad,3–1,Betis,28032,Estadio Municipal de Anoeta,César Soto,1.4,0.9,3,1
9,Sun,2019-10-20,16:00:00,Espanyol,0–1,Villarreal,20653,RCDE Stadium,Carlos del Cerro,0.9,1.3,0,1
9,Sun,2019-10-20,18:30:00,Athletic Club,1–1,Valladolid,37107,San Mamés,Jesús Gil,1.2,0.8,1,1
9,Sun,2019-10-20,21:00:00,Sevilla,1–0,Levante,34612,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,2.3,0.5,1,0
10,Fri,2019-10-25,21:00:00,Villarreal,4–1,Alavés,16049,Estadio de la Cerámica,David Medié,2.7,0.7,4,1
10,Sat,2019-10-26,16:00:00,Leganés,1–0,Mallorca,10058,Estadio Municipal de Butarque,Eduardo Prieto,1.6,0.6,1,0
10,Sat,2019-10-26,18:30:00,Valladolid,2–0,Eibar,20036,Estadio Municipal José Zorrilla,José Luis Munuera,1.9,0.5,2,0
10,Sat,2019-10-26,21:00:00,Atlético Madrid,2–0,Athletic Club,59211,Estadio Wanda Metropolitano,Alejandro Hernández,1.8,0.3,2,0
10,Sun,2019-10-27,12:00:00,Celta Vigo,0–1,Real Sociedad,18002,Estadio de Balaídos,Valentín Pizarro,0.6,0.7,0,1
10,Sun,2019-10-27,14:00:00,Granada,1–0,Betis,18985,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,1.8,0.7,1,0
10,Sun,2019-10-27,16:00:00,Levante,0–1,Espanyol,18934,Estadio Ciudad de Valencia,Pablo González,0.4,1.0,0,1
10,Sun,2019-10-27,18:30:00,Sevilla,2–0,Getafe,38181,Estadio Ramón Sánchez Pizjuán,José Sánchez,2.0,0.8,2,0
10,Sun,2019-10-27,21:00:00,Osasuna,3–1,Valencia,14976,Estadio El Sadar,Santiago Jaime,2.7,0.9,3,1
11,Tue,2019-10-29,19:00:00,Alavés,1–1,Atlético Madrid,17235,Estadio de Mendizorroza,Javier Estrada,0.7,1.3,1,1
11,Tue,2019-10-29,21:15:00,Barcelona,5–1,Valladolid,59896,Camp Nou,Alberola Rojas,3.1,0.7,5,1
11,Wed,2019-10-30,19:00:00,Real Sociedad,1–2,Levante,28142,Estadio Municipal de Anoeta,Mario Melero,1.7,1.7,1,2
11,Wed,2019-10-30,19:00:00,Valencia,1–1,Sevilla,37881,Estadio de Mestalla,Carlos del Cerro,0.8,0.4,1,1
11,Wed,2019-10-30,20:00:00,Athletic Club,3–0,Espanyol,37094,San Mamés,Juan Martínez,0.4,0.7,3,0
11,Wed,2019-10-30,21:00:00,Betis,2–1,Celta Vigo,43353,Estadio Benito Villamarín,Jesús Gil,1.1,1.7,2,1
11,Wed,2019-10-30,21:15:00,Real Madrid,5–0,Leganés,53870,Estadio Santiago Bernabéu,César Soto,4.3,0.2,5,0
11,Thu,2019-10-31,19:00:00,Eibar,2–1,Villarreal,5583,Estadio Municipal de Ipurúa,Guillermo Cuadra,2.0,1.6,2,1
11,Thu,2019-10-31,19:00:00,Mallorca,2–2,Osasuna,12641,Iberostar Estadi,Adrián Cordero,2.4,0.9,2,2
11,Thu,2019-10-31,21:15:00,Getafe,3–1,Granada,10227,Coliseum Alfonso Pérez,José González,0.8,1.5,3,1
12,Sat,2019-11-02,13:00:00,Espanyol,1–2,Valencia,18428,RCDE Stadium,Valentín Pizarro,1.4,1.7,1,2
12,Sat,2019-11-02,16:00:00,Levante,3–1,Barcelona,23341,Estadio Ciudad de Valencia,Alejandro Hernández,0.9,2.1,3,1
12,Sat,2019-11-02,18:30:00,Sevilla,1–1,Atlético Madrid,39957,Estadio Ramón Sánchez Pizjuán,José González,0.8,1.9,1,1
12,Sat,2019-11-02,21:00:00,Real Madrid,0–0,Betis,70375,Estadio Santiago Bernabéu,José Sánchez,2.3,0.5,0,0
12,Sun,2019-11-03,16:00:00,Osasuna,4–2,Alavés,15954,Estadio El Sadar,José Luis Munuera,3.8,1.7,4,2
12,Sun,2019-11-03,12:00:00,Valladolid,3–0,Mallorca,18419,Estadio Municipal José Zorrilla,David Medié,2.0,0.6,3,0
12,Sun,2019-11-03,14:00:00,Villarreal,0–0,Athletic Club,17460,Estadio de la Cerámica,Santiago Jaime,0.8,0.7,0,0
12,Sun,2019-11-03,18:30:00,Celta Vigo,0–1,Getafe,14704,Estadio de Balaídos,Antonio Matéu Lahoz,0.2,0.5,0,1
12,Sun,2019-11-03,18:30:00,Leganés,1–2,Eibar,9649,Estadio Municipal de Butarque,Pablo González,1.2,0.8,1,2
12,Sun,2019-11-03,21:00:00,Granada,1–2,Real Sociedad,16898,Estadio Nuevo Los Cármenes,Eduardo Prieto,0.2,0.9,1,2
13,Fri,2019-11-08,21:00:00,Real Sociedad,1–1,Leganés,27684,Estadio Municipal de Anoeta,Juan Martínez,1.1,0.9,1,1
13,Sat,2019-11-09,13:00:00,Alavés,3–0,Valladolid,16148,Estadio de Mendizorroza,Mario Melero,2.9,0.3,3,0
13,Sat,2019-11-09,21:00:00,Barcelona,4–1,Celta Vigo,71209,Camp Nou,Guillermo Cuadra,1.6,0.3,4,1
13,Sat,2019-11-09,18:30:00,Eibar,0–4,Real Madrid,7045,Estadio Municipal de Ipurúa,Adrián Cordero,0.7,2.7,0,4
13,Sat,2019-11-09,16:00:00,Valencia,2–0,Granada,39882,Estadio de Mestalla,Javier Estrada,1.1,0.4,2,0
13,Sun,2019-11-10,21:00:00,Betis,1–2,Sevilla,52123,Estadio Benito Villamarín,Alejandro Hernández,1.4,0.8,1,2
13,Sun,2019-11-10,18:30:00,Getafe,0–0,Osasuna,10558,Coliseum Alfonso Pérez,César Soto,1.3,0.1,0,0
13,Sun,2019-11-10,16:00:00,Atlético Madrid,3–1,Espanyol,53069,Estadio Wanda Metropolitano,Jesús Gil,2.5,0.3,3,1
13,Sun,2019-11-10,14:00:00,Athletic Club,2–1,Levante,33202,San Mamés,Alberola Rojas,2.1,0.8,2,1
13,Sun,2019-11-10,12:00:00,Mallorca,3–1,Villarreal,8348,Iberostar Estadi,Carlos del Cerro,1.7,2.7,3,1
14,Fri,2019-11-22,21:00:00,Levante,2–1,Mallorca,15110,Estadio Ciudad de Valencia,Valentín Pizarro,1.4,1.4,2,1
14,Sat,2019-11-23,18:30:00,Granada,1–1,Atlético Madrid,17003,Estadio Nuevo Los Cármenes,David Medié,0.6,1.4,1,1
14,Sat,2019-11-23,13:00:00,Leganés,1–2,Barcelona,12110,Estadio Municipal de Butarque,Santiago Jaime,0.4,1.6,1,2
14,Sat,2019-11-23,16:00:00,Betis,2–1,Valencia,46545,Estadio Benito Villamarín,Ricardo de Burgos,1.8,0.8,2,1
